LocalClinicalCodeValue,ReadCodeValue,hb_extract,SampleName,ArithmeticComparator,Interpretation,QuantityUnit,RangeHighValue,RangeLowValue,RecordCount,QVAverage,QVStandardDev
HGH,4481.,T,Blood,NULL,SEE LABORATORY COMMENT,NULL,NULL,NULL,28,NULL,NULL
HGH,4481.,T,Blood,NULL,NULL,ug/L,NULL,NULL,687,1.86180495341554,4.45899132869755
HGH,NULL,T,Blood,NULL,NULL,ug/L,NULL,NULL,16,0.565000000642613,0.586344613294737
HGH       ,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,237,9.20139240506329,14.85223752482
HGH,4481.,F,Serum,NULL,NULL,ug/L,10,0,33,1.14454545474414,1.7722709620485
HGH,4481.,F,Serum,<,NULL,ug/L,10,0,8,0.0562500005587936,0.0362284426366819
HGH,4481.,T,Blood,NULL,INSUFFICIENT SAMPLE FOR ANALYSIS.,NULL,NULL,NULL,22,NULL,NULL
HGH,4481.,T,Blood,NULL,LABORATORY ERROR. INSUFFICIENT TO REPEAT.,NULL,NULL,NULL,13,NULL,NULL
HGH,4481.,T,Blood,NULL,LT0.05,NULL,NULL,NULL,32,NULL,NULL
HGH,4481.,T,Blood,<,NULL,ug/L,NULL,NULL,101,0.0500000003983478,1.97123833825036E-09
HGON,44AD.,T,Blood,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,7,NULL,NULL
HGON,44AD.,T,Blood,NULL,NULL,pmol/L,50,0,173,35.7052023121387,46.1591008259224
HGON,44AD.,T,Blood,<,NULL,pmol/L,50,0,12,5,0
HGON,NULL,T,Blood,NULL,NULL,NULL,NULL,NULL,11,32.2727272727273,12.6023085908171
HIC_EGFR,451E.,T,Serum,NULL,HIC v2,NULL,NULL,NULL,169954,42.8075655765678,16.1451144812398
HIC_EGFR,451E.,T,Serum,NULL,HIC v2,mL/min,NULL,NULL,189,65.6931216931217,49.0830928694263
HIC_EGFR,451E.,T,Serum,NULL,HIC v3,NULL,NULL,NULL,39,57.4102564102564,3.49223159476442
HIC_EGFR,451E.,T,Serum,>,HIC v1,NULL,NULL,NULL,344049,80.2081738357036,18.7250559693429
HM,NULL,T,Blood,NULL,NULL,NULL,NULL,NULL,295751,5.73682929220865,16.6608672999379
HM,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,20,11.85,29.8527526721618
HNOR,46LF.,T,Urine,NULL,NULL,nmol/d,500,0,81,340.012345679012,198.02616581068
HOLD,NULL,T,Blood,<,RESULTS HELD FOR VERIFICATION OF PATIENT ID,NULL,NULL,NULL,430,NULL,NULL
HOLD,NULL,T,Blood,<,RESULTS HELD FOR VERIFICATION OF PATIENT IDENTI,NULL,NULL,NULL,11,NULL,NULL
HOLD,NULL,T,Blood,<,RESULTS HELD FOR VERIFICATION OF PATIENT IDENTI_TY_,NULL,NULL,NULL,254,NULL,NULL
HOMO,44SD.,F,Venous Blood,NULL,NULL,umol/L,20,0,33,15.3939393939394,5.41375212964282
HOMO,44SD.,F,Venous Blood,NULL,Specimen too old for accurate analysis,NULL,NULL,NULL,7,NULL,NULL
HOUR      ,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,6,1.91666666666667,0.37638632635454
HT,NULL,T,Blood,NULL,NULL,cm,NULL,NULL,48,151.416666666667,52.7078795568166
HT,NULL,T,Blood,NULL,NULL,NULL,NULL,NULL,18,160.833333333333,21.1082643419446
HT,NULL,T,Blood,NULL,NA,NULL,NULL,NULL,10,NULL,NULL
HT,NULL,T,Blood,NULL,NOT AVAILABLE,NULL,NULL,NULL,12,NULL,NULL
HTD,42R4.,F,Serum,NULL,Test not indicated,NULL,NULL,NULL,22,NULL,NULL
HYAL,NULL,F,Serum,NULL,NULL,NULL,NULL,NULL,17,61.3999989453484,87.6111834097318
HYAL,NULL,F,Serum,NULL,NULL,NULL,75,0,125,80.5639999923706,124.220811685173
HYAL,4Q3E.,F,Serum,NULL,NULL,NULL,75,0,104,85.958653654502,105.647735284704
ICP,449E.,F,Plasma,NULL,Test not indicated,NULL,NULL,NULL,12,NULL,NULL
ICP,449E.,F,Plasma,NULL,NULL,pmol/L,800,400,12,633.166666666667,798.862126383331
ICP,449E.,F,Plasma,<,NULL,pmol/L,800,400,8,50,0
ICT,NULL,T,Blood,NULL,NULL,NULL,NULL,NULL,293833,12.9251717812499,14.4717435471589
ICT,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,20,19.15,52.3925215635731
IFIX,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,28,0,0
IGA,43J5.,F,Serum,NULL,Insufficient sample,NULL,NULL,NULL,19,NULL,NULL
IGA,43J5.,F,Serum,NULL,NULL,g/L,4.5,0.90,5546,2.51358636895081,1.62385664643298
IGA,43J5.,F,Serum,<,NULL,g/L,4.5,0.90,96,0.283229167107493,0.205100718329731
IGA,43J5.,T,Blood,NULL,NO SAMPLE RECEIVED.,NULL,NULL,NULL,14,NULL,NULL
IGA,43J5.,T,Blood,NULL,NO SST (GOLD TOP) SAMPLE RECEIVED,NULL,NULL,NULL,6,NULL,NULL
IGA,43J5.,T,Blood,NULL,NOT AVAILABLE,NULL,NULL,NULL,8,NULL,NULL
IGA,43J5.,T,Blood,<,LT0.1 g/L << (see Handbook),NULL,NULL,NULL,76,NULL,NULL
IGA,43J5.,T,Blood,<,NULL,g/L,2.80,0.50,7,0.0971428581646511,0.00755929069924869
IGA,43J5.,T,Blood,NULL,NULL,g/L,3.40,0.90,1170,2.25149572615185,1.18007324778229
IGA,43J5.,T,Blood,NULL,NULL,g/L,4.00,0.50,12534,2.8191678623949,3.00532767576863
IGA,NULL,F,Serum,NULL,NULL,g/L,4.5,0.9,13,2.69999999495653,1.90806180991738
IGA,NULL,F,Serum,NULL,NULL,g/L,4.5,0.90,10,2.83500000238419,1.0736671214573
IGA,43J5.,F,Serum,NULL,No clotted sample received.,NULL,NULL,NULL,13,NULL,NULL
IGA,43J5.,F,Serum,NULL,See text below,NULL,NULL,NULL,35,NULL,NULL
IGA,43J5.,F,Serum,NULL,NULL,g/L,4.83,0.53,38,1.66815789461136,0.796386627203686
IGA,43J5.,T,Blood,NULL,NULL,NULL,NULL,NULL,3196,2.55423967459324,1.55192751597444
IGA,43J5.,T,Blood,NULL,INSUFFICIENT SAMPLE FOR ANALYSIS.,NULL,NULL,NULL,31,NULL,NULL
IGA,43J5.,T,Blood,NULL,SAMPLE HAEMOLYSED,NULL,NULL,NULL,21,NULL,NULL
IGA,43J5.,T,Blood,NULL,SAMPLE LIPAEMIC,NULL,NULL,NULL,31,NULL,NULL
IGA,43J5.,T,Blood,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,10,NULL,NULL
IGA,43J5.,T,Blood,NULL,NULL,g/L,2.80,0.50,48,1.07750000546997,1.00470277046122
IGA,43J5.,T,Blood,NULL,NULL,g/L,3.4,0.9,1020,2.03357843162382,1.16524155224648
IGA,43J5.,T,Blood,<,NULL,g/L,3.4,0.9,62,0.0943548388899334,0.0226607899341943
IGA,43J5.,T,Blood,<,NULL,g/L,3.40,0.90,73,0.0890821922764386,0.0114670472024589
IGA,43J5.,T,Blood,<,NULL,g/L,4.00,0.50,519,0.0886897883275682,0.0164110487838263
IGD,43J6.,F,Serum,NULL,Test not indicated,NULL,NULL,NULL,11,NULL,NULL
IGE,43J7.,F,Serum,NULL,NULL,kU/L,250,0,44,156.809090914509,298.9886066289
IGE,43J7.,F,Serum,NULL,Test not indicated,NULL,NULL,NULL,7,NULL,NULL
IGE,43J7.,F,Serum,NULL,NULL,U/mL,250,2.0,11,273.81818190488,450.663914253162
IGF,44AB.,F,Serum,NULL,NULL,ug/L,170,43,16,120.8125,37.2132928758887
IGF,44AB.,F,Serum,NULL,NULL,ug/L,197,57,21,93.4761904761905,46.0582446990971
IGF,44AB.,F,Serum,NULL,NULL,ug/L,201,63,7,109.285714285714,44.1237437430774
IGF,44AB.,F,Serum,NULL,NULL,ug/L,240,30,9,70.5555555555556,28.8925211391768
IGF,44AB.,F,Serum,NULL,NULL,ug/L,249,81,7,204,77.8631277734633
IGF,44AB.,F,Serum,NULL,NULL,ug/L,259,72,17,146.882352941176,41.5660353427849
IGF,44AB.,F,Serum,NULL,NULL,ug/L,300,80,12,120.416666666667,57.8531971825449
IGF,44AB.,F,Serum,NULL,NULL,ug/L,168,35,14,92.4285714285714,46.3012116234791
IGF,44AB.,F,Serum,NULL,NULL,ug/L,186,39,18,97.4444444444444,36.1487486110348
IGF,44AB.,F,Serum,NULL,NULL,ug/L,240,35,13,121,52.7652031803789
IGF,44AB.,F,Serum,NULL,NULL,ug/L,580,100,30,143.833333333333,69.3198898328379
IGF1,NULL,T,Blood,NULL,52 ug/L ( 80-300 Adul_ts ) External Lab GRI_,NULL,NULL,NULL,6,NULL,NULL
IGF1,NULL,T,Blood,NULL,ERR,NULL,NULL,NULL,6,NULL,NULL
IGF1,44AB.,T,Blood,NULL,SEE LABORATORY COMMENT,NULL,NULL,NULL,11,NULL,NULL
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,170,43,136,138.25,54.3459085652064
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,186,39,149,96.1946308724832,41.8910552686159
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,191,49,131,125.992366412214,71.9337832457693
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,204,22,17,143.941176470588,128.750471158475
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,213,35,16,107.5,68.1811313096715
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,223,27,26,128,59.1093901169687
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,223,38,21,141.47619047619,82.2135141248804
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,238,44,30,109.066666666667,53.5543123176471
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,240,30,117,115.367521367521,56.3851591948104
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,240,35,181,131.044198895028,76.0303903569282
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,248,35,45,128.888888888889,69.7704750730507
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,271,56,18,126.888888888889,48.0794549358466
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,296,66,18,103.777777777778,45.3620151481463
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,318,58,14,114.428571428571,51.2335741567883
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,330,63,22,125.181818181818,60.0520697582613
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,352,71,15,175.6,55.0257082773913
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,488,128,6,98.1666666666667,76.2978811413965
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,580,100,48,178.75,96.3977796159933
IGF1      ,NULL,T,Blood,NULL,NULL,NULL,NULL,NULL,409,148.84900990099,94.797495930796
IGF1,NULL,T,Blood,NULL,INS,NULL,NULL,NULL,9,NULL,NULL
IGF1,44AB.,T,Blood,NULL,INSUFFICIENT SAMPLE FOR ANALYSIS.,NULL,NULL,NULL,65,NULL,NULL
IGF1,44AB.,T,Blood,NULL,NOT AVAILABLE,NULL,NULL,NULL,14,NULL,NULL
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,168,35,170,145.835294117647,91.4136637409968
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,197,57,184,149.695652173913,88.2859535740508
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,199,21,8,100.875,51.9242236340612
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,201,63,161,167.354037267081,98.7989378699164
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,249,81,39,146.615384615385,55.0949493265539
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,255,50,34,98.6764705882353,49.9276571124816
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,259,72,76,178.210526315789,62.2278213855022
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,272,42,23,160.434782608696,99.8611882414587
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,285,61,13,173.615384615385,233.280781627898
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,292,49,24,132.083333333333,84.77331238517
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,307,54,38,176.789473684211,143.188810882267
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,307,70,18,147.722222222222,68.0179955042656
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,315,50,178,186.196629213483,151.432111133534
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,350,65,74,122.905405405405,48.9226868175679
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,397,89,12,175.333333333333,93.8096073131235
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,410,105,45,264.688888888889,132.595561118323
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,417,96,59,189.372881355932,96.1329715415929
IGF1,44AB.,T,Blood,NULL,NULL,ug/L,650,200,14,228.428571428571,115.645821558568
IGF1 _F,44AB.,F,Serum,NULL,NULL,ug/L,300,80,9,155.444444444444,93.2565160070747
IGF2,44AC.,T,Blood,NULL,NULL,nmol/L,NULL,NULL,10,49.5200009155273,20.7839048754987
IGG,NULL,F,Serum,NULL,NULL,g/L,19.0,7.0,11,10.4736363671043,3.00351903476791
IGG,43J3.,F,Serum,NULL,See text below,NULL,NULL,NULL,36,NULL,NULL
IGG,43J3.,F,Serum,NULL,NULL,g/L,19.0,6.6,35,10.8117143445696,3.13554525764048
IGG,43J3.,T,Blood,NULL,NULL,NULL,NULL,NULL,3417,12.1059291776412,10.3162783770859
IGG,43J3.,T,Blood,NULL,INSUFFICIENT SAMPLE FOR ANALYSIS.,NULL,NULL,NULL,40,NULL,NULL
IGG,43J3.,T,Blood,NULL,NOT AVAILABLE,NULL,NULL,NULL,10,NULL,NULL
IGG,43J3.,T,Blood,NULL,SAMPLE HAEMOLYSED,NULL,NULL,NULL,21,NULL,NULL
IGG,43J3.,T,Blood,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,11,NULL,NULL
IGG,NULL,F,Serum,NULL,NULL,g/L,19,7,12,13.9941665331523,5.69575017776331
IGG,43J3.,F,Serum,NULL,Insufficient sample,NULL,NULL,NULL,17,NULL,NULL
IGG,43J3.,F,Serum,NULL,No clotted sample received.,NULL,NULL,NULL,15,NULL,NULL
IGG,43J3.,F,Serum,NULL,NULL,g/L,19.0,7.0,5386,10.791719274883,4.93696530937194
IGG,43J3.,F,Serum,<,NULL,g/L,19.0,7.0,37,2.6270270250939,0.795525213450918
IGG,43J3.,T,Blood,NULL,NO SAMPLE RECEIVED.,NULL,NULL,NULL,14,NULL,NULL
IGG,43J3.,T,Blood,NULL,NO SST (GOLD TOP) SAMPLE RECEIVED,NULL,NULL,NULL,7,NULL,NULL
IGG,43J3.,T,Blood,NULL,SAMPLE LIPAEMIC,NULL,NULL,NULL,31,NULL,NULL
IGG,43J3.,T,Blood,NULL,NULL,g/L,13.00,5.50,15481,10.6228641546431,4.97583509287548
IGG,43J3.,T,Blood,NULL,NULL,g/L,16.10,5.40,52,10.216538440631,2.90154314240624
IGGALB    ,NULL,T,Sweat,NULL,NULL,NULL,NULL,NULL,177,0.409887005649717,0.320822785797714
IGGS,43JS.,F,Serum,NULL,See attached photocopy.,NULL,NULL,NULL,10,NULL,NULL
IGM,NULL,F,Serum,NULL,NULL,g/L,1.8,0.45,12,1.51583333065112,1.0538712986221
IGM,43J4.,F,Serum,NULL,Insufficient sample,NULL,NULL,NULL,16,NULL,NULL
IGM,43J4.,T,Blood,NULL,NO SAMPLE RECEIVED.,NULL,NULL,NULL,14,NULL,NULL
IGM,43J4.,T,Blood,NULL,NO SST (GOLD TOP) SAMPLE RECEIVED,NULL,NULL,NULL,6,NULL,NULL
IGM,43J4.,T,Blood,NULL,NOT AVAILABLE,NULL,NULL,NULL,9,NULL,NULL
IGM,43J4.,T,Blood,NULL,NULL,g/L,1.80,0.50,10,1.22999998497963,0.740315236146094
IGM,43J4.,T,Blood,NULL,NULL,g/L,1.90,0.50,41,1.07341463623977,0.357607404039225
IGM,43J4.,T,Blood,NULL,NULL,g/L,2.50,0.50,14631,1.26349600133923,2.18899915611172
IGM,NULL,F,Serum,NULL,NULL,g/L,1.80,0.45,11,1.03818182376298,0.410653590707634
IGM,43J4.,F,Serum,NULL,No clotted sample received.,NULL,NULL,NULL,14,NULL,NULL
IGM,43J4.,F,Serum,NULL,See text below,NULL,NULL,NULL,40,NULL,NULL
IGM,43J4.,F,Serum,NULL,NULL,g/L,1.80,0.40,35,1.03714284835543,0.438295960213425
IGM,43J4.,F,Serum,NULL,NULL,g/L,1.80,0.45,4694,1.31828078420799,1.82448462588717
IGM,43J4.,F,Serum,<,NULL,g/L,1.80,0.45,219,0.234474886606817,0.0308305966492262
IGM,43J4.,T,Blood,NULL,NULL,NULL,NULL,NULL,2996,1.56267690253672,3.42753659678266
IGM,43J4.,T,Blood,NULL,INSUFFICIENT SAMPLE FOR ANALYSIS.,NULL,NULL,NULL,37,NULL,NULL
IGM,43J4.,T,Blood,NULL,SAMPLE HAEMOLYSED,NULL,NULL,NULL,21,NULL,NULL
IGM,43J4.,T,Blood,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,10,NULL,NULL
IGM,43J4.,T,Blood,<,LT0.1 g/L << (see Handbook),NULL,NULL,NULL,78,NULL,NULL
IGM,43J4.,T,Blood,<,NULL,g/L,2.50,0.50,557,0.0749551174416468,0.0280070611733057
IGTEXT    ,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,82,0,0
IHIA,443q.,F,Serum,NULL,NULL,pg/mL,NULL,NULL,16,17.58125,16.6541774038828
IHIB,443r.,F,Serum,NULL,NULL,pg/mL,NULL,NULL,11,54.3000005548651,39.486378677643
IHIB,443r.,F,Serum,<,NULL,pg/mL,NULL,NULL,6,9.8,2.13248059988002E-07
IMGTEXT   ,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,12,0,0
IMIGA     ,43J5.,T,Unknown,NULL,NULL,NULL,NULL,NULL,108,2.32268518518519,1.26281439611322
IMIGG     ,43J3.,T,Unknown,NULL,NULL,NULL,NULL,NULL,108,12.5952777777778,6.97125546267361
IMIGM     ,43J4.,T,Unknown,NULL,NULL,NULL,NULL,NULL,105,1.30847619047619,1.81415734886665
IMPHOR    ,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,79,0.196367088607595,1.27775306768557
INDEX,NULL,T,Sweat,NULL,NULL,NULL,NULL,NULL,63,0.739193548387097,0.520013550854637
INR,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,14162,2.40707668408416,1.05073607265591
INS,4493.,F,Serum,NULL,Test not indicated,NULL,NULL,NULL,10,NULL,NULL
INS,4493.,F,Serum,NULL,NULL,mU/L,13,0,10,81.9100009918213,139.947719688117
INS,4493.,F,Serum,NULL,NULL,pmol/L,93,0,22,241.863636363636,339.355172202271
INSU,4493,T,Serum,NULL,NULL,NULL,NULL,NULL,1544,17.307457846952,27.6554170516429
INSU,4493,T,Serum,NULL,AI,NULL,NULL,NULL,9,NULL,NULL
INSU,4493,T,Serum,NULL,COM,NULL,NULL,NULL,8,NULL,NULL
INSU,4493,T,Serum,NULL,SAMPLE STORED- NOT ANALYSED.,NULL,NULL,NULL,9,NULL,NULL
INSU,4493.,T,Blood,NULL,LABORATORY ERROR.,NULL,NULL,NULL,9,NULL,NULL
INSU,4493.,T,Blood,NULL,LT2.00,NULL,NULL,NULL,86,NULL,NULL
INSU,4493.,T,Blood,NULL,NOT AVAILABLE,NULL,NULL,NULL,18,NULL,NULL
INSU,4493,T,Serum,NULL,IR,NULL,NULL,NULL,13,NULL,NULL
INSU,4493,T,Serum,<,LT1,NULL,NULL,NULL,6,NULL,NULL
INSU,4493.,T,Blood,NULL,INSUFFICIENT SAMPLE FOR ANALYSIS.,NULL,NULL,NULL,12,NULL,NULL
INSU,4493.,T,Blood,NULL,LABORATORY ERROR. INSUFFICIENT TO REPEAT.,NULL,NULL,NULL,23,NULL,NULL
INSU,4493.,T,Blood,NULL,NOT REQUESTED,NULL,NULL,NULL,10,NULL,NULL
INSU,4493.,T,Blood,NULL,SEE LABORATORY COMMENT,NULL,NULL,NULL,12,NULL,NULL
INSU,4493.,T,Blood,NULL,NULL,mU/L,17,3,922,22.7386117136659,38.4156648601609
INSU,4493.,T,Blood,<,NULL,mU/L,17,3,37,2,0
IRON,42R7.,T,Blood,NULL,NO SAMPLE RECEIVED.,NULL,NULL,NULL,80,NULL,NULL
IRON,42R7.,T,Blood,NULL,NOT AVAILABLE,NULL,NULL,NULL,29,NULL,NULL
IRON,42R7.,T,Blood,NULL,NOT REQUESTED,NULL,NULL,NULL,12,NULL,NULL
IRON,42R7.,T,Blood,NULL,SAMPLE HAEMOLYSED,NULL,NULL,NULL,165,NULL,NULL
IRON,42R7.,T,Blood,NULL,NULL,umol/L,28,5,36439,11.8467850380087,7.10564891264811
IRON,42R7.,T,Blood,<,NULL,umol/L,28,5,49,1,0
IRON,42R7.,T,Blood,NULL,NULL,umol/L,32,5,30097,13.4295444728711,8.34894639677137
IRON,42R7.,T,Blood,<,NULL,umol/L,32,5,27,1,0
IRON,42R7.,T,Blood,NULL,NULL,umol/L,35,7,3369,15.0142475512021,8.629021423298
IRON,42R7.,T,Miscellaneous,NULL,NULL,umol/L,32,5,6,18.8333333333333,11.8897715144853
IRON,42R7.,T,Serum,NULL,HM,NULL,NULL,NULL,35,NULL,NULL
IRON,42R7.,T,Serum,NULL,NS,NULL,NULL,NULL,55,NULL,NULL
IRON,42R7.,T,Serum,NULL,US,NULL,NULL,NULL,16,NULL,NULL
IRON,42R7.,T,Blood,NULL,INSUFFICIENT SAMPLE FOR ANALYSIS.,NULL,NULL,NULL,25,NULL,NULL
IRON,42R7.,T,Blood,NULL,NO SST (GOLD TOP) SAMPLE RECEIVED,NULL,NULL,NULL,38,NULL,NULL
IRON,42R7.,T,Blood,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,46,NULL,NULL
IRON,42R7.,T,Blood,NULL,NULL,umol/L,27,2,14,9.78571428571429,6.90795050791334
IRON,42R7.,T,Blood,NULL,NULL,umol/L,32,6,8657,13.5850756613145,8.63596534188606
IRON,42R7.,T,Blood,<,NULL,umol/L,32,6,15,1,0
IRON,42R7.,T,Blood,<,NULL,umol/L,35,7,6,1,0
IRON      ,42R7.,T,Serum,NULL,NULL,NULL,NULL,NULL,20232,12.9462428317184,8.12481641263497
IRON,42R7.,T,Serum,NULL,NA,NULL,NULL,NULL,7,NULL,NULL
IRON_F,42R7.,F,Serum,NULL,NULL,umol/L,29,11,340,13.773529437009,8.17221015551029
IRON_F,42R7.,F,Serum,NULL,NULL,umol/L,32,14,246,15.9573170964311,8.81495064547162
IgA,43r1.,T,Blood,NULL,NOT REQUIRED,NULL,NULL,NULL,6,NULL,NULL
IgA,43r1.,T,Blood,<,NULL,g/L,NULL,NULL,9,0.0015999999595806,0
J6,NULL,T,Urine,NULL,NR,NULL,NULL,NULL,6,NULL,NULL
J7,NULL,T,Blood,NULL,NR,NULL,NULL,NULL,7,NULL,NULL
JB,NULL,T,Blood,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL
JB,NULL,T,Blood,NULL,NR,NULL,NULL,NULL,12146,NULL,NULL
JB,NULL,T,Blood,NULL,NS,NULL,NULL,NULL,11,NULL,NULL
JCHO,44P..,T,Serum,NULL,NULL,NULL,NULL,NULL,23,4.38608695652174,0.919529223078238
JCRE,46M7.,T,Urine,NULL,NULL,mmol/L,NULL,NULL,2070,12.3136231884058,7.46581562920128
JCRE,46M7.,T,Urine,NULL,GT32,NULL,NULL,NULL,52,NULL,NULL
JCRE,46M7.,T,Urine,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,7,NULL,NULL
JCRE,46M7.,T,Urine,NULL,URINE SAMPLE LEAKED IN TRANSIT,NULL,NULL,NULL,50,NULL,NULL
JCRE,46M7.,T,Urine,<,NULL,mmol/L,NULL,NULL,18,1,0
JGLU_1,NULL,T,Blood,NULL,NULL,NULL,NULL,NULL,50,12.128,4.31050165175656
JHDL,44P5.,T,Serum,NULL,NULL,NULL,NULL,NULL,24,1.20333333333333,0.447113123188681
JTRI,44Q..,T,Serum,NULL,NULL,NULL,NULL,NULL,23,2.62826086956522,2.06520668605505
K,44I4.,T,Blood,NULL,BROKEN IN TRANSIT,NULL,NULL,NULL,16,NULL,NULL
K,44I4.,T,Blood,NULL,HM 3.4,NULL,NULL,NULL,6,NULL,NULL
K,44I4.,T,Blood,NULL,HM 4.9,NULL,NULL,NULL,9,NULL,NULL
K,44I4.,T,Blood,NULL,HM 5.1,NULL,NULL,NULL,6,NULL,NULL
K,44I4.,T,Blood,NULL,INSUFFICIENT SAMPLE FOR ANALYSIS.,NULL,NULL,NULL,452,NULL,NULL
K,44I4.,T,Blood,NULL,LABORATORY ERROR.,NULL,NULL,NULL,7,NULL,NULL
K,44I4.,T,Blood,NULL,LABORATORY ERROR. INSUFFICIENT SAMPLE TO REPEAT.,NULL,NULL,NULL,6,NULL,NULL
K,44I4.,T,Blood,NULL,LABORATORY ERROR. INSUFFICIENT TO REPEAT.,NULL,NULL,NULL,6,NULL,NULL
K,44I4.,T,Blood,NULL,NO SAMPLE RECEIVED,NULL,NULL,NULL,9,NULL,NULL
K,44I4.,T,Blood,NULL,NOT AVAILABLE,NULL,NULL,NULL,425,NULL,NULL
K,44I4.,T,Blood,NULL,NOT REQUESTED,NULL,NULL,NULL,10,NULL,NULL
K,44I4.,T,Blood,NULL,SAMPLE HAEMOLYSED,NULL,NULL,NULL,17910,NULL,NULL
K,44I4.,T,Blood,NULL,SAMPLE LEAKED IN TRANSIT,NULL,NULL,NULL,13,NULL,NULL
K,44I4.,T,Blood,NULL,SAMPLE UNLABELLED,NULL,NULL,NULL,9,NULL,NULL
K,44I4.,T,Blood,NULL,SEE LABORATORY COMMENT,NULL,NULL,NULL,12,NULL,NULL
K,44I4.,T,Blood,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,1072,NULL,NULL
K,44I4.,T,Blood,NULL,WRONG SPECIMEN TYPE,NULL,NULL,NULL,9,NULL,NULL
K,44I4.,T,Blood,NULL,dt,NULL,NULL,NULL,6,NULL,NULL
K,44I4.,T,Serum,NULL,NULL,NULL,NULL,NULL,614227,4.30660684514241,0.933386084855505
K,44I4.,T,Serum,NULL,BIN,NULL,NULL,NULL,29,NULL,NULL
K,44I4.,T,Serum,NULL,BR,NULL,NULL,NULL,23,NULL,NULL
K,44I4.,T,Serum,NULL,DT,NULL,NULL,NULL,7446,NULL,NULL
K,44I4.,T,Serum,NULL,ERR,NULL,NULL,NULL,20,NULL,NULL
K,44I4.,T,Serum,NULL,HM,NULL,NULL,NULL,4671,NULL,NULL
K,44I4.,T,Serum,NULL,IL,NULL,NULL,NULL,16,NULL,NULL
K,44I4.,T,Serum,NULL,NR,NULL,NULL,NULL,30,NULL,NULL
K,44I4.,T,Serum,NULL,US,NULL,NULL,NULL,354,NULL,NULL
K,44I4.,T,Blood,NULL,*** SPECIMEN UNLABELLED ***,NULL,NULL,NULL,38,NULL,NULL
K,44I4.,T,Blood,NULL,DELIVERY TO THE LABORATORY WAS DELAYED,NULL,NULL,NULL,4316,NULL,NULL
K,44I4.,T,Blood,NULL,HM 3.5,NULL,NULL,NULL,17,NULL,NULL
K,44I4.,T,Blood,NULL,HM 4.4,NULL,NULL,NULL,6,NULL,NULL
K,44I4.,T,Blood,NULL,HM 4.5,NULL,NULL,NULL,8,NULL,NULL
K,44I4.,T,Blood,NULL,INAPPROPRIATELY LABELLED,NULL,NULL,NULL,18,NULL,NULL
