TestCode,CountAppearances,AverageMonthAppearing,StandardDeviationMonthAppearing,ColumnAppearingIn
W092,157,1301,72.1136045291763,OTHER_CONDITION_1
Q998,74,1333,76.7095439179552,OTHER_CONDITION_1
-2912,6,1092,35.9188901090583,OTHER_CONDITION_1
B212,12,1295,104.139293373071,OTHER_CONDITION_1
A4101,9,1284,10.4522724801834,OTHER_CONDITION_1
K053,578,1262,86.2952518976619,OTHER_CONDITION_1
B018,9,1340,62.6254296946895,OTHER_CONDITION_1
N856,22,1320,68.4928188481564,OTHER_CONDITION_1
M0749A,20,1305,69.0376518171139,OTHER_CONDITION_1
B028,10,1321,93.7057451102466,OTHER_CONDITION_1
R194,1848,1272,77.9490816843049,OTHER_CONDITION_1
E89819,12,994,22.6051415444002,OTHER_CONDITION_1
O240,19,1291,48.3740904987259,OTHER_CONDITION_1
M671,58,1288,80.9103826350407,OTHER_CONDITION_1
I776,454,1288,75.8195397324825,OTHER_CONDITION_1
-75430,12,1035,68.7782448867148,OTHER_CONDITION_1
-3880,7,1103,42.6592255416034,OTHER_CONDITION_1
-7151,25,1117,16.4775604990524,OTHER_CONDITION_1
W111,6,1289,91.8072255689431,OTHER_CONDITION_1
C412,63,1312,52.3956500815224,OTHER_CONDITION_1
-8370,14,1038,46.8561628817384,OTHER_CONDITION_1
-6162,22,1060,55.6198639342924,OTHER_CONDITION_1
-1980,9,1059,60.5484195591512,OTHER_CONDITION_1
B202,18,1261,94.0422655640449,OTHER_CONDITION_1
M879,26,1318,41.8853379891036,OTHER_CONDITION_1
S352,9,1334,66.8682369373607,OTHER_CONDITION_1
D213,8,1309,42.36912622586,OTHER_CONDITION_1
-8750,19,1098,50.2750330419423,OTHER_CONDITION_1
M359,205,1301,72.5608315186903,OTHER_CONDITION_1
J384,136,1309,80.1967077136242,OTHER_CONDITION_1
D126,1175,1236,58.6630209826368,OTHER_CONDITION_1
-2021,9,1093,52.2613624009172,OTHER_CONDITION_1
D201,39,1389,41.1984106712306,OTHER_CONDITION_1
N810,9,1293,97.2425375600154,OTHER_CONDITION_1
-3152,9,1125,16.7332005306815,OTHER_CONDITION_1
M5494,42,1353,63.3434538646475,OTHER_CONDITION_1
M2537,20,1382,39.9123711200075,OTHER_CONDITION_1
-6141,56,1055,57.073113282353,OTHER_CONDITION_1
-3059,85,1097,48.8961427221951,OTHER_CONDITION_1
-9199,7,1025,38.9566303422035,OTHER_CONDITION_1
E9444,6,1051,73.2295477704636,OTHER_CONDITION_1
Z599,6,1334,63.7202218033396,OTHER_CONDITION_1
T252,19,1302,82.2817510126496,OTHER_CONDITION_1
Y422,32,1278,85.012801455371,OTHER_CONDITION_1
-5303,462,1074,55.8293069422241,OTHER_CONDITION_1
S4220,879,1312,79.6699785376331,OTHER_CONDITION_1
D720,9,1286,95.420123663722,OTHER_CONDITION_1
G98X,41,1300,63.5201619614569,OTHER_CONDITION_1
H810,167,1290,67.6615905103293,OTHER_CONDITION_1
M6544,6,1337,79.5411843009645,OTHER_CONDITION_1
-7515,7,1133,19.5314154754861,OTHER_CONDITION_1
E8710,32,1046,63.4148845354556,OTHER_CONDITION_1
-4440,9,1038,57.9607146647149,OTHER_CONDITION_1
Z916,4022,1334,72.1005246461912,OTHER_CONDITION_1
Z640,10,1214,25.9368892163695,OTHER_CONDITION_1
F480,13,1275,78.9389572667324,OTHER_CONDITION_1
S878,9,1288,85.8119714517997,OTHER_CONDITION_1
H921,303,1267,77.8366277551072,OTHER_CONDITION_1
R067,11,1322,82.0309254322579,OTHER_CONDITION_1
Y593,8,1337,60.5839146497295,OTHER_CONDITION_1
-4719,269,1069,55.1539728112295,OTHER_CONDITION_1
-8023,6,1052,52.6450377528595,OTHER_CONDITION_1
W295,24,1293,71.0904200725172,OTHER_CONDITION_1
-6220,161,1041,55.3169720005018,OTHER_CONDITION_1
G113,45,1275,32.3259597965408,OTHER_CONDITION_1
C4379,7,1411,8.13867896148902,OTHER_CONDITION_1
Q318,49,1390,33.7444376872667,OTHER_CONDITION_1
M1904,16,1282,42.5250906328644,OTHER_CONDITION_1
M2330,27,1294,87.9376235807265,OTHER_CONDITION_1
V869,47,1300,76.5966585668583,OTHER_CONDITION_1
-25000,796,1122,27.4298826544698,OTHER_CONDITION_1
M5412,29,1333,87.0367257289452,OTHER_CONDITION_1
-1122,23,1073,55.1262295624394,OTHER_CONDITION_1
S501,29,1331,74.9452180881857,OTHER_CONDITION_1
S2730,73,1331,63.0486542331307,OTHER_CONDITION_1
D380,10,1330,81.0626643748859,OTHER_CONDITION_1
S7241,20,1326,78.4028732019175,OTHER_CONDITION_1
-2114,32,1105,47.4987266382802,OTHER_CONDITION_1
K650,1152,1310,74.0239966518737,OTHER_CONDITION_1
E8580,48,1088,32.7366926567,OTHER_CONDITION_1
S361,45,1294,64.5698666311743,OTHER_CONDITION_1
-7812,490,1068,49.2636265798806,OTHER_CONDITION_1
Z604,13,1303,70.9917835621372,OTHER_CONDITION_1
-1724,9,1045,72.9657453878188,OTHER_CONDITION_1
W250,662,1285,72.184874255755,OTHER_CONDITION_1
-4389,303,1073,62.0469227583792,OTHER_CONDITION_1
K718,6,1380,60.8013157752363,OTHER_CONDITION_1
N994,166,1280,81.6989650089533,OTHER_CONDITION_1
-3351,7,1141,18.7882942280559,OTHER_CONDITION_1
M484,11,1281,118.278331220743,OTHER_CONDITION_1
E8021,8,998,8.28078671210825,OTHER_CONDITION_1
L519,85,1291,75.8658202952803,OTHER_CONDITION_1
Z827,62,1301,76.7795421726737,OTHER_CONDITION_1
C911,1588,1305,71.5341141028301,OTHER_CONDITION_1
-6212,25,1042,48.5060820928676,OTHER_CONDITION_1
-7283,17,1105,35.636853033308,OTHER_CONDITION_1
S3270,118,1341,68.9460966801501,OTHER_CONDITION_1
H931,204,1303,79.5701377053592,OTHER_CONDITION_1
-4430,129,1095,42.551714148057,OTHER_CONDITION_1
I830,660,1290,83.7026783556677,OTHER_CONDITION_1
-1882,7,1132,43.8156310442905,OTHER_CONDITION_1
E841,8,1384,15.5143942379788,OTHER_CONDITION_1
-74732,27,1114,49.1425915270477,OTHER_CONDITION_1
-V1004,34,1148,4.78829901809028,OTHER_CONDITION_1
A415,1173,1327,74.1768490323377,OTHER_CONDITION_1
Z858,4021,1316,73.2129522163246,OTHER_CONDITION_1
I2110,32,1397,27.0796130612752,OTHER_CONDITION_1
R263,130,1394,20.2319348220261,OTHER_CONDITION_1
-6819,8,1075,40.4525736423001,OTHER_CONDITION_1
B441,8,1294,94.7670075199471,OTHER_CONDITION_1
C837,79,1303,79.2125989506832,OTHER_CONDITION_1
Q321,37,1286,54.1810722355008,OTHER_CONDITION_1
S3240,245,1317,76.0630907680124,OTHER_CONDITION_1
Y471,168,1332,71.4762196721004,OTHER_CONDITION_1
K819,344,1316,77.2309133302777,OTHER_CONDITION_1
R54X,7242,1313,64.6637834096464,OTHER_CONDITION_1
-0043,6,1077,56.1747274136689,OTHER_CONDITION_1
W133,28,1317,71.7983931523489,OTHER_CONDITION_1
I638,140,1343,83.6825425893833,OTHER_CONDITION_1
-27669,10,1022,46.738040656883,OTHER_CONDITION_1
-3688,18,1049,49.6481739490043,OTHER_CONDITION_1
F449,40,1310,98.9463432682279,OTHER_CONDITION_1
F1031,25,1307,26.4605366536688,OTHER_CONDITION_1
V784,263,1299,78.7115447108921,OTHER_CONDITION_1
M2559,81,1283,77.686730439759,OTHER_CONDITION_1
R200,51,1354,67.4294809557421,OTHER_CONDITION_1
M2466,6,1336,56.3539410038623,OTHER_CONDITION_1
-1453,10,1076,56.2384803018957,OTHER_CONDITION_1
M8589,90,1403,21.0781821511402,OTHER_CONDITION_1
M0094,6,1320,97.71676758196,OTHER_CONDITION_1
E85860,6,1106,38.4781323178062,OTHER_CONDITION_1
R824,42,1275,84.420622263844,OTHER_CONDITION_1
Q630,176,1321,74.8625398322151,OTHER_CONDITION_1
N938,149,1274,80.5065672129389,OTHER_CONDITION_1
C184,269,1329,70.9317642569433,OTHER_CONDITION_1
Y452,325,1333,74.0658355532528,OTHER_CONDITION_1
Q968,6,1387,15.7480157480236,OTHER_CONDITION_1
S207,9,1326,70.801561501926,OTHER_CONDITION_1
L100,8,1248,88.3999636392944,OTHER_CONDITION_1
G931,365,1321,74.4585363905774,OTHER_CONDITION_1
-1707,7,1069,58.2980845883179,OTHER_CONDITION_1
M6246,9,1311,64.0058591068037,OTHER_CONDITION_1
-9984,7,1069,58.1349005904944,OTHER_CONDITION_1
K510,33,1367,43.9498034952684,OTHER_CONDITION_1
B171,335,1257,62.9660739088199,OTHER_CONDITION_1
N200,1862,1311,75.685190981224,OTHER_CONDITION_1
-9961,16,1080,47.7310171691323,OTHER_CONDITION_1
I601,30,1312,79.7307898529469,OTHER_CONDITION_1
Z278,37,1229,36.2533419811862,OTHER_CONDITION_1
V824,26,1303,61.0503575243101,OTHER_CONDITION_1
T926,47,1272,74.6693420240054,OTHER_CONDITION_1
Q628,11,1273,69.3820778535254,OTHER_CONDITION_1
T908,30,1338,79.5488716985078,OTHER_CONDITION_1
S341,11,1329,88.7630144106917,OTHER_CONDITION_1
-6961,213,1068,50.9220761941104,OTHER_CONDITION_1
F321,6,1369,35.7682354424536,OTHER_CONDITION_1
W792,6,1286,69.4168567424368,OTHER_CONDITION_1
Z518,1449,1236,52.6709538002706,OTHER_CONDITION_1
Z423,26,1323,82.3555985673387,OTHER_CONDITION_1
S568,48,1316,84.5101000090889,OTHER_CONDITION_1
Z590,19,1305,83.5141897107372,OTHER_CONDITION_1
S051,199,1278,78.6105805179701,OTHER_CONDITION_1
-7464,7,1080,53.8109565759529,OTHER_CONDITION_1
M318 D,15,1388,14.5120639469337,OTHER_CONDITION_1
M8190,119,1309,67.1436151987447,OTHER_CONDITION_1
T490,39,1302,57.502273615789,OTHER_CONDITION_1
C459,189,1311,73.2557689799497,OTHER_CONDITION_1
-6918,26,1100,37.3647509744764,OTHER_CONDITION_1
B963,997,1308,74.6929847528901,OTHER_CONDITION_1
-1505,17,1087,63.9909805225329,OTHER_CONDITION_1
-7431,6,1064,54.3571522432881,OTHER_CONDITION_1
Z321,60,1301,81.4796428771618,OTHER_CONDITION_1
B971,239,1383,54.8969211565002,OTHER_CONDITION_1
P788,27,1403,17.9303813539636,OTHER_CONDITION_1
H958,6,1292,97.3709402234568,OTHER_CONDITION_1
M4144,8,1269,39.8030867431876,OTHER_CONDITION_1
N941,746,1281,76.843289727899,OTHER_CONDITION_1
E85809,20,1003,18.3603548870633,OTHER_CONDITION_1
I741,60,1310,73.6282155446796,OTHER_CONDITION_1
-78904,18,1060,55.7151074899291,OTHER_CONDITION_1
W125,8,1315,43.7558159399574,OTHER_CONDITION_1
D091,87,1353,72.6319849600761,OTHER_CONDITION_1
-V630,17,992,17.0961812041373,OTHER_CONDITION_1
M623,25,1205,44.9428526019436,OTHER_CONDITION_1
-V403,9,1049,65.8921678029927,OTHER_CONDITION_1
B371,23,1341,58.8253259432706,OTHER_CONDITION_1
S626,51,1291,78.5642387339377,OTHER_CONDITION_1
D729,6,1227,27.4402380942074,OTHER_CONDITION_1
-25009,6034,1058,54.6727862753147,OTHER_CONDITION_1
V680,11,1240,66.0118446671783,OTHER_CONDITION_1
M678,90,1330,64.8302931996649,OTHER_CONDITION_1
-75569,10,1007,17.68897962009,OTHER_CONDITION_1
E882,13,1333,59.8296727685324,OTHER_CONDITION_1
M8418,8,1369,31.7310123200812,OTHER_CONDITION_1
-1716,8,1111,60.4020754137282,OTHER_CONDITION_1
-V1040,6,1149,4.66547603858433,OTHER_CONDITION_1
Q386,35,1261,58.8361490664941,OTHER_CONDITION_1
D67X,75,1288,69.0062981849417,OTHER_CONDITION_1
T634,16,1261,79.1871201648349,OTHER_CONDITION_1
Q378,11,1345,75.6469070448666,OTHER_CONDITION_1
-5733,51,1078,55.4718017042324,OTHER_CONDITION_1
F200,207,1336,79.4535334888625,OTHER_CONDITION_1
-9109,6,1048,78.3785684993034,OTHER_CONDITION_1
-7802,1021,1070,53.2932679683549,OTHER_CONDITION_1
Q917,25,1312,45.0291757271508,OTHER_CONDITION_1
D162,14,1305,71.9806139957744,OTHER_CONDITION_1
Z835,24,1288,61.425104625559,OTHER_CONDITION_1
L308,27,1328,66.9508047480399,OTHER_CONDITION_1
Q851,124,1304,72.3368834340875,OTHER_CONDITION_1
Z032,25,1315,56.4605466970813,OTHER_CONDITION_1
D480,34,1297,79.7317025092699,OTHER_CONDITION_1
I708,116,1278,55.9563521267089,OTHER_CONDITION_1
F919,78,1286,70.2435276744637,OTHER_CONDITION_1
M950,210,1297,71.9776219305923,OTHER_CONDITION_1
D531,37,1281,75.6663789334536,OTHER_CONDITION_1
Z081,6,1250,74.7656338166139,OTHER_CONDITION_1
R948,92,1308,44.6313602013855,OTHER_CONDITION_1
K909,96,1260,83.0667237352314,OTHER_CONDITION_1
-4629,493,1050,46.5458965094454,OTHER_CONDITION_1
M7946,19,1344,61.6641535761052,OTHER_CONDITION_1
W270,262,1292,72.969934829092,OTHER_CONDITION_1
H351,11,1308,79.6848337343604,OTHER_CONDITION_1
D489 D,31,1269,85.0273453799753,OTHER_CONDITION_1
H431,159,1304,75.7304766073385,OTHER_CONDITION_1
K251,16,1245,82.6435871680314,OTHER_CONDITION_1
-3079,14,1093,59.7130500950035,OTHER_CONDITION_1
Z729,18,1227,65.2091657216809,OTHER_CONDITION_1
V800,871,1298,80.2267312416303,OTHER_CONDITION_1
S880,9,1231,64.2510267968108,OTHER_CONDITION_1
T831,148,1332,79.7527097602443,OTHER_CONDITION_1
-3310,88,1110,30.4921320170061,OTHER_CONDITION_1
V285,34,1287,79.1845753268714,OTHER_CONDITION_1
M0692,20,1284,79.5926967027818,OTHER_CONDITION_1
-4949,313,1061,52.7243065640735,OTHER_CONDITION_1
E88100,20,1095,35.208252621106,OTHER_CONDITION_1
M8899,49,1264,74.0264764640807,OTHER_CONDITION_1
Z940,1666,1295,78.685495308079,OTHER_CONDITION_1
E078,16,1340,71.7382975357886,OTHER_CONDITION_1
Y586,27,1265,84.6512873844244,OTHER_CONDITION_1
I722,41,1294,70.2701060542684,OTHER_CONDITION_1
J398,219,1320,78.904171841302,OTHER_CONDITION_1
-7472,42,1096,35.4003238237911,OTHER_CONDITION_1
W449,2724,1306,79.9077617093479,OTHER_CONDITION_1
-8072,41,1077,63.5108018467681,OTHER_CONDITION_1
M0296,7,1327,46.8076102888454,OTHER_CONDITION_1
H320 A,6,1342,46.6476151587624,OTHER_CONDITION_1
E109,12272,1277,77.4130528155115,OTHER_CONDITION_1
C164,14,1350,77.0572785389158,OTHER_CONDITION_1
Y542,6,1313,74.2778567272912,OTHER_CONDITION_1
C710,105,1304,69.7747645325146,OTHER_CONDITION_1
I692,27,1350,69.1182561508408,OTHER_CONDITION_1
E91299,56,1004,14.1802862975492,OTHER_CONDITION_1
W500,163,1294,75.7250764770361,OTHER_CONDITION_1
C52X,64,1291,79.8838551119041,OTHER_CONDITION_1
K051,46,1291,79.3614248157904,OTHER_CONDITION_1
C847,9,1406,12.9807549857472,OTHER_CONDITION_1
J210,84,1309,78.0434658303095,OTHER_CONDITION_1
L984,211,1310,79.7228416624441,OTHER_CONDITION_1
E9249,8,1091,44.5451215863517,OTHER_CONDITION_1
Y092,9,1222,41.1383168239904,OTHER_CONDITION_1
S8221,86,1273,79.5831418743206,OTHER_CONDITION_1
Q394,23,1268,77.9567884764716,OTHER_CONDITION_1
-6082,16,1049,56.0749498439366,OTHER_CONDITION_1
A7129,6,1099,26.0665814150342,OTHER_CONDITION_1
P282,8,1319,86.7219489435715,OTHER_CONDITION_1
V482,13,1354,63.0068168880082,OTHER_CONDITION_1
T232,47,1291,68.7543926777653,OTHER_CONDITION_1
M938,11,1343,76.9727224411349,OTHER_CONDITION_1
Z268,16,1223,44.3478672918251,OTHER_CONDITION_1
-2362,8,1045,67.1155719635913,OTHER_CONDITION_1
Q172,14,1344,65.1536223512902,OTHER_CONDITION_1
F841,41,1333,74.5127587699727,OTHER_CONDITION_1
H700,14,1339,78.9456622140674,OTHER_CONDITION_1
V837,38,1258,75.6332441752074,OTHER_CONDITION_1
W018,1307,1301,73.4376016260203,OTHER_CONDITION_1
Y349,136,1205,48.4728159785347,OTHER_CONDITION_1
-8130,281,1048,57.7053832913642,OTHER_CONDITION_1
M4626,12,1336,75.3426516092662,OTHER_CONDITION_1
-7291,38,1091,36.110516706152,OTHER_CONDITION_1
-2904,116,1066,66.5571386002335,OTHER_CONDITION_1
R455,39,1378,43.6266982353744,OTHER_CONDITION_1
-8972,7,1093,35.9940471268703,OTHER_CONDITION_1
X788,17,1316,55.5595864550736,OTHER_CONDITION_1
H512,25,1308,85.2231775985847,OTHER_CONDITION_1
Q754,16,1331,25.2136702339558,OTHER_CONDITION_1
Q838,9,1260,80.838487808166,OTHER_CONDITION_1
-71402,6,1077,42.9728596519548,OTHER_CONDITION_1
H438,51,1341,64.0179631653738,OTHER_CONDITION_1
-6089,44,1070,57.9644857370896,OTHER_CONDITION_1
W469,842,1399,19.025689584249,OTHER_CONDITION_1
-5711,47,1061,58.2848360138227,OTHER_CONDITION_1
-6232,12,1090,56.5285527209681,OTHER_CONDITION_1
W078,22,1317,85.3556983340611,OTHER_CONDITION_1
W050,319,1324,75.7115868021316,OTHER_CONDITION_1
X420,555,1305,80.964132171472,OTHER_CONDITION_1
-2459,12,1061,58.0459588027735,OTHER_CONDITION_1
Z926,13,1397,21.953038455667,OTHER_CONDITION_1
-6970,9,1101,49.1480190626006,OTHER_CONDITION_1
K136,21,1275,52.9873300219693,OTHER_CONDITION_1
G300,9,1301,61.7949116927196,OTHER_CONDITION_1
S127,13,1335,69.7676546905919,OTHER_CONDITION_1
D226,71,1263,83.788963127922,OTHER_CONDITION_1
J931,139,1292,75.0353484279956,OTHER_CONDITION_1
R771,11,1216,54.4100592303895,OTHER_CONDITION_1
M313,378,1284,77.4528441638117,OTHER_CONDITION_1
E9330,10,1088,64.9855539502602,OTHER_CONDITION_1
Y045,270,1303,66.0199732794255,OTHER_CONDITION_1
W316,442,1262,69.887053774231,OTHER_CONDITION_1
-7185,11,1053,44.6731564710937,OTHER_CONDITION_1
D360,170,1383,44.1233060067118,OTHER_CONDITION_1
W499,183,1270,70.1308489575018,OTHER_CONDITION_1
-72704,9,1084,46.6184274485718,OTHER_CONDITION_1
E9520,26,1105,41.5398418574073,OTHER_CONDITION_1
C822,7,1354,51.1026045371081,OTHER_CONDITION_1
S521,16,1260,80.9649100948471,OTHER_CONDITION_1
X091,12,1224,60.7371385562409,OTHER_CONDITION_1
Z639,9,1292,72.7766751400783,OTHER_CONDITION_1
Q614,113,1346,66.3330080122968,OTHER_CONDITION_1
-1449,19,1072,43.4183376787242,OTHER_CONDITION_1
Z936,757,1314,67.2843921038544,OTHER_CONDITION_1
T364,18,1351,74.8621390910048,OTHER_CONDITION_1
-7423,13,1104,28.8386314978133,OTHER_CONDITION_1
Q131,8,1265,69.3418035119199,OTHER_CONDITION_1
-72899,46,1028,45.1415433630496,OTHER_CONDITION_1
N501,57,1265,88.0196954776598,OTHER_CONDITION_1
Q871,145,1319,76.9166196560301,OTHER_CONDITION_1
P593,14,1299,63.2467694523115,OTHER_CONDITION_1
Z743,19,1214,52.7450005945526,OTHER_CONDITION_1
T843,13,1354,76.2237764910924,OTHER_CONDITION_1
E9426,10,1063,68.1916417165626,OTHER_CONDITION_1
X508,148,1317,85.1140847794067,OTHER_CONDITION_1
E9549,27,1034,41.757883060817,OTHER_CONDITION_1
M2175,7,1230,21.0859917390454,OTHER_CONDITION_1
M6005,70,1359,55.884169249178,OTHER_CONDITION_1
G608,86,1332,65.9023777462755,OTHER_CONDITION_1
T471,115,1329,52.4686198033943,OTHER_CONDITION_1
M798,309,1281,56.9726940400319,OTHER_CONDITION_1
W025,6,1314,48.8934215070575,OTHER_CONDITION_1
K028,7,1282,73.4947358011175,OTHER_CONDITION_1
-4378,13,1068,58.9100792385946,OTHER_CONDITION_1
M073 A,330,1303,85.6086837044874,OTHER_CONDITION_1
C61X,7287,1310,77.0805832962019,OTHER_CONDITION_1
-V6662,6,1067,22.3874965103292,OTHER_CONDITION_1
-4572,12,1101,42.4980391704521,OTHER_CONDITION_1
T938,70,1343,67.226616844984,OTHER_CONDITION_1
S317,22,1296,64.5251217898226,OTHER_CONDITION_1
M4154,8,1399,31.5025509171196,OTHER_CONDITION_1
-5819,93,1087,47.7879427343422,OTHER_CONDITION_1
W038,38,1319,72.5677394828841,OTHER_CONDITION_1
-2270,14,1048,41.2123954467772,OTHER_CONDITION_1
K071,68,1301,82.8336960590888,OTHER_CONDITION_1
D377,87,1308,77.9972908870922,OTHER_CONDITION_1
K116,31,1278,68.9578490545965,OTHER_CONDITION_1
Z906,29,1316,76.213338113509,OTHER_CONDITION_1
Z488,114,1306,77.9712211886146,OTHER_CONDITION_1
-7886,85,1109,47.9321707958125,OTHER_CONDITION_1
-V652,7,1036,67.7913465470827,OTHER_CONDITION_1
Q512,13,1344,64.2021047662016,OTHER_CONDITION_1
D5712,12,1106,51.9533590362689,OTHER_CONDITION_1
J121,30,1384,41.8599745731461,OTHER_CONDITION_1
E85309,27,998,17.927918351284,OTHER_CONDITION_1
S7270,7,1313,115.637981896705,OTHER_CONDITION_1
Y462,102,1301,75.5110698222183,OTHER_CONDITION_1
C541,685,1321,76.522980349272,OTHER_CONDITION_1
M0529,11,1267,73.5843362778702,OTHER_CONDITION_1
M8798,8,1340,49.8998997994986,OTHER_CONDITION_1
N829,21,1275,60.4875823541308,OTHER_CONDITION_1
T817,107,1290,83.0881253370972,OTHER_CONDITION_1
C439,170,1315,78.6684674812208,OTHER_CONDITION_1
F192,168,1312,87.5167563083238,OTHER_CONDITION_1
J338,235,1291,87.289227502844,OTHER_CONDITION_1
V235,23,1278,61.3002072999748,OTHER_CONDITION_1
H911,6,1273,78.2979352643912,OTHER_CONDITION_1
D367,44,1232,71.9920420784238,OTHER_CONDITION_1
C440,47,1299,88.5286555258452,OTHER_CONDITION_1
W095,10,1279,92.854485920474,OTHER_CONDITION_1
S617,73,1322,80.3264031948918,OTHER_CONDITION_1
M45X9,224,1307,74.5508211352131,OTHER_CONDITION_1
E89029,49,1009,14.4872099349968,OTHER_CONDITION_1
Q180,20,1308,68.3339323893296,OTHER_CONDITION_1
-0092,10,1058,54.9225717614255,OTHER_CONDITION_1
-9138,6,1064,70.0211872697586,OTHER_CONDITION_1
-73027,8,1115,33.2820736819602,OTHER_CONDITION_1
F445,16,1398,29.4544139306828,OTHER_CONDITION_2
M0691,26,1296,85.9736363884074,OTHER_CONDITION_2
B351,28,1314,71.7051207280511,OTHER_CONDITION_2
N905,129,1338,62.3189830178557,OTHER_CONDITION_2
I272,806,1393,20.4504924330292,OTHER_CONDITION_2
Y427,247,1302,78.8566523118855,OTHER_CONDITION_2
-9635,12,1049,39.4150409684609,OTHER_CONDITION_2
M419,168,1302,74.489144839284,OTHER_CONDITION_2
-4781,54,1045,55.5953358625659,OTHER_CONDITION_2
R32X,1811,1301,83.4628691095383,OTHER_CONDITION_2
I511,21,1358,68.3707679111617,OTHER_CONDITION_2
S540,11,1283,79.8404089987709,OTHER_CONDITION_2
Z941,171,1290,83.571103104877,OTHER_CONDITION_2
J387,86,1306,65.8294494574335,OTHER_CONDITION_2
K052,13,1266,86.2076354521822,OTHER_CONDITION_2
M4195,61,1354,62.1623777069849,OTHER_CONDITION_2
N180 D,11,1279,15.1333466826856,OTHER_CONDITION_2
M4647,7,1304,109.335002890852,OTHER_CONDITION_2
E92089,50,1005,23.9798895335402,OTHER_CONDITION_2
R309,16,1363,78.3836451903924,OTHER_CONDITION_2
-1736,6,1070,24.3372143023806,OTHER_CONDITION_2
Q232,52,1343,60.4685918747764,OTHER_CONDITION_2
V845,12,1326,62.3470249101882,OTHER_CONDITION_2
R683,52,1323,67.792166977234,OTHER_CONDITION_2
-5939,317,1099,46.4442665974214,OTHER_CONDITION_2
E8289,13,1060,71.7455439516839,OTHER_CONDITION_2
-2529,10,1060,73.3215899688186,OTHER_CONDITION_2
X459,10,1324,86.0836802187277,OTHER_CONDITION_2
N851,11,1238,72.565080507714,OTHER_CONDITION_2
D685,57,1392,17.632154069848,OTHER_CONDITION_2
I832,88,1297,72.6708909094975,OTHER_CONDITION_2
T427,91,1311,94.0913540447948,OTHER_CONDITION_2
-5768,66,1089,58.1869425190927,OTHER_CONDITION_2
R857,21,1264,57.5930716732659,OTHER_CONDITION_2
N645,31,1300,74.7376918338079,OTHER_CONDITION_2
N930,123,1292,67.5560641586779,OTHER_CONDITION_2
-71409,509,1054,57.5971813414993,OTHER_CONDITION_2
C059,9,1338,82.129640068478,OTHER_CONDITION_2
I059,264,1259,74.8651374175791,OTHER_CONDITION_2
E042,166,1312,77.8125015413963,OTHER_CONDITION_2
M5416,24,1331,58.0704064171191,OTHER_CONDITION_2
F606,11,1299,45.0028281939556,OTHER_CONDITION_2
-6929,112,1078,54.7735451508416,OTHER_CONDITION_2
A562,80,1295,46.790319714522,OTHER_CONDITION_2
K830,517,1332,70.0675293472355,OTHER_CONDITION_2
M205,95,1344,58.2577871604952,OTHER_CONDITION_2
M0649,9,1354,7.52403556019026,OTHER_CONDITION_2
M6590,9,1316,43.5319167712352,OTHER_CONDITION_2
G527,6,1250,69.08376557967,OTHER_CONDITION_2
G410,28,1325,86.2717728058768,OTHER_CONDITION_2
-9916,80,1067,56.3979474893601,OTHER_CONDITION_2
M184,7,1293,65.2912887064762,OTHER_CONDITION_2
Y547,14,1394,25.3641609232535,OTHER_CONDITION_2
D110,15,1360,49.825218323179,OTHER_CONDITION_2
R828,9,1275,103.470741973007,OTHER_CONDITION_2
B967,48,1297,73.2174424777233,OTHER_CONDITION_2
-7468,8,1101,44.8553229840116,OTHER_CONDITION_2
-3684,35,1056,56.13324484181,OTHER_CONDITION_2
D131,386,1223,36.9900649924911,OTHER_CONDITION_2
S462,6,1310,52.4725324971722,OTHER_CONDITION_2
T928,7,1272,66.3134691482511,OTHER_CONDITION_2
X591,15,1343,73.1876258081144,OTHER_CONDITION_2
-7225,6,1023,59.8389505255565,OTHER_CONDITION_2
E9391,14,1091,52.4119879752381,OTHER_CONDITION_2
B348,206,1386,43.6591161491158,OTHER_CONDITION_2
F171,19230,1363,42.8238942772815,OTHER_CONDITION_2
Y603,6,1315,100.69442222222,OTHER_CONDITION_2
-5603,26,1055,56.2401991461623,OTHER_CONDITION_2
T472,20,1296,83.8974781629664,OTHER_CONDITION_2
K072,19,1334,59.8665181883831,OTHER_CONDITION_2
S411,81,1299,79.9950596468377,OTHER_CONDITION_2
S1220,71,1316,74.2802350556293,OTHER_CONDITION_2
N279,15,1301,66.8995693629821,OTHER_CONDITION_2
M8618,9,1345,55.5630272753384,OTHER_CONDITION_2
Q256,158,1305,90.5053047676367,OTHER_CONDITION_2
I899,7,1328,64.1664502160851,OTHER_CONDITION_2
J852,44,1332,90.1310415515254,OTHER_CONDITION_2
M797,254,1384,18.8087994758731,OTHER_CONDITION_2
M513,200,1353,65.6904351205847,OTHER_CONDITION_2
-73399,12,1017,32.9337029178125,OTHER_CONDITION_2
Y042,23,1274,88.3280581118039,OTHER_CONDITION_2
E91909,18,1004,17.8490401785115,OTHER_CONDITION_2
-4270,26,1060,43.9627289696806,OTHER_CONDITION_2
I208,179,1319,69.8607153776188,OTHER_CONDITION_2
I779,160,1290,73.2225411108459,OTHER_CONDITION_2
Q412,9,1304,52.1554833593218,OTHER_CONDITION_2
K508,253,1366,55.594211816314,OTHER_CONDITION_2
G570,14,1301,64.1197797395324,OTHER_CONDITION_2
-2866,21,1104,41.2797079170186,OTHER_CONDITION_2
W198,96,1338,71.2585721220773,OTHER_CONDITION_2
